Channel_Name,Channel_Type,Rx_Frequency,Tx_Frequency,Bandwidth_kHz,State,RX_Tone,TX_Tone,Latitude,Longitude,Special
K4HH Nicholasvil,Analogue,444.975,449.975,25,KY,,,37.88059998,-84.57299805,
KC4QK Ashland,Analogue,444.975,449.975,25,KY,,107.2,38.4784144,-82.6379387,
N8RV Frost,Analogue,145.11,144.51,25,WV,107.2,107.2,38.27000046,-79.88169861,
K8SA Salt Rock,Analogue,145.11,144.51,25,WV,,110.9,38.31209946,-82.22840118,
W8OO Crawford,Analogue,145.13,144.53,25,WV,,103.5,38.86970139,-80.41280365,
W8ORS Martinsbur,Analogue,145.15,144.55,25,WV,179.9,179.9,39.45619965,-77.96389771,
KF8LO Philippi,Analogue,145.15,144.55,25,WV,,103.5,39.15230179,-80.04039764,SKYWARN
WV8CH Bolt,Analogue,145.17,144.57,25,WV,100,100,37.78770065,-81.4910965,SKYWARN
N8VAA Moorefield,Analogue,145.19,144.59,25,WV,,118.8,39.06230164,-78.96949768,
WB8YJJ Richwood,Analogue,145.19,144.59,25,WV,,146.2,38.22480011,-80.53309631,
KA8YEZ Wheeling,Analogue,145.19,144.59,25,WV,,156.7,40.06399918,-80.72090149,
KF8LO Elkins,Analogue,145.21,144.61,25,WV,,162.2,38.92589951,-79.84670258,SKYWARN
KE8COT Mount Alt,Analogue,145.21,144.61,25,WV,91.5,91.5,38.8563708,-81.9100489,
N8FWL Beckley,Analogue,145.23,144.63,25,WV,100,100,37.94749832,-81.30809784,
KX8T Belington,Analogue,145.23,144.63,25,WV,103.5,103.5,38.98500061,-79.89440155,
KX8T Buckhannon,Analogue,145.25,144.65,25,WV,,,38.9939872,-80.2320276,
N8FMD Birch Rive,Analogue,145.27,144.67,25,WV,103.5,103.5,38.44741,-80.79144,
WB8WV Glenville,Analogue,145.29,144.69,25,WV,91.5,91.5,38.9068985,-80.83029938,
WV8B Danese,Analogue,145.31,144.71,25,WV,100,100,37.92810059,-80.97000122,
W3ATE Hillsboro,Analogue,145.33,144.73,25,WV,,136.5,38.11159897,-80.27249908,
W8GK Charleston,Analogue,145.35,144.75,25,WV,91.5,91.5,38.35139084,-81.60861206,
W8SP Fairmont,Analogue,145.35,144.75,25,WV,,103.5,39.43600082,-80.07900238,
WV8BD Beckley,Analogue,145.37,144.77,25,WV,100,100,37.7769564,-81.2023532,
N8MIN Weston,Analogue,145.39,144.79,25,WV,,103.5,39.034226,-80.5636,
AI4UK Lenore,Analogue,145.39,144.79,25,WV,,100,37.79899979,-82.28679657,
W8LD Buckhannon,Analogue,145.41,144.81,25,WV,103.5,103.5,38.99399948,-80.23200226,
W8MWA Morgantown,Analogue,145.43,144.83,25,WV,103.5,103.5,39.695789,-79.762453,
N8LGY Mount Zion,Analogue,145.45,144.85,25,WV,,107.2,38.86220169,-81.12580109,
WV8ED Welch,Analogue,145.45,144.85,25,WV,,100,37.43289948,-81.58450317,
WV8T Summersvill,Analogue,145.47,144.87,25,WV,,100,38.2808,-80.8731905,
W8MOP Bluefield,Analogue,145.49,144.89,25,WV,,103.5,37.25579834,-81.18160248,SKYWARN
KD8OOF Millwood,Analogue,145.49,144.89,12.5,WV,123,123,38.88190079,-81.85079956,
K1WV Buckhannon,Analogue,146.61,146.01,25,WV,136.5,136.5,39.0283,-80.314166,
KE8CGG Sias,Analogue,146.61,146.01,25,WV,,218.1,38.1978038,-82.07573,
WV8B Flat Top,Analogue,146.625,146.025,25,WV,,100,37.58959961,-81.11450195,
K8IS Elizabeth,Analogue,146.625,146.025,25,WV,,123,39.061111,-81.509722,
N8HZ Huntington,Analogue,146.64,146.04,25,WV,,,38.49509811,-82.20040131,
N8MIN Harmon,Analogue,146.64,146.04,25,WV,,103.5,38.864995,-79.577305,
N8SNW Laeger,Analogue,146.655,146.055,25,WV,,100,37.42679977,-81.81439972,
WD8JNU Ripley,Analogue,146.67,146.07,12.5,WV,107.2,107.2,38.81610107,-81.68730164,
KX8T Valley Head,Analogue,146.67,146.07,25,WV,103.5,103.5,38.54510117,-80.0358963,
W8LPN New Manche,Analogue,146.67,146.07,25,WV,,162.2,40.5318746,-80.5412285,SKYWARN
N8FMD Clarksburg,Analogue,146.685,146.085,25,WV,103.5,103.5,39.2806015,-80.34449768,
W8NAM Danville,Analogue,146.685,146.085,25,WV,,203.5,38.08369827,-81.80460358,
WV8BSA Mount Hop,Analogue,146.7,146.1,25,WV,123,123,37.9029007,-81.12989807,
KC8FZH Moundsvil,Analogue,146.715,146.115,25,WV,110.9,110.9,39.94309998,-80.73329926,SKYWARN
KC8CSE Alderson,Analogue,146.73,146.13,25,WV,100,100,37.7734531,-80.7053607,
KK3L Berkeley Sp,Analogue,146.745,146.145,25,WV,,123,39.443611,-78.346944,
KF8LO Elkins,Analogue,146.745,146.145,25,WV,,103.5,38.92589951,-79.84670258,SKYWARN
W8VA Huntington,Analogue,146.76,146.16,25,WV,,131.8,38.42029953,-82.40260315,
W8CUL Morgantown,Analogue,146.76,146.16,25,WV,103.5,103.5,39.64599991,-79.9733963,
W8ZQ Wheeling,Analogue,146.76,146.16,25,WV,67,67,40.06399918,-80.72090149,
KC8CSE Union,Analogue,146.76,146.16,25,WV,,162.2,37.632,-80.566,
NE8W Elkins,Analogue,146.775,146.175,25,WV,,,38.92589951,-79.84670258,
KC8CSE Ansted,Analogue,146.79,146.19,25,WV,,100,38.1526085,-81.1151043,
WB8CQV Hernshaw,Analogue,146.82,146.22,25,WV,203.5,203.5,38.22520065,-81.60230255,
N8OYY Rowlesburg,Analogue,146.82,146.22,25,WV,91.5,91.5,39.3121,-79.7557,
KC8ECX Cowen,Analogue,146.835,146.235,25,WV,,110.9,38.4095993,-80.55789948,
KB8PCW Gilbert,Analogue,146.85,146.25,25,WV,100,100,37.42470169,-81.99569702,
KF8LO Buckhannon,Analogue,146.85,146.25,25,WV,,103.5,38.99399948,-80.23200226,SKYWARN
WA4TXE Charles T,Analogue,146.85,146.25,25,WV,,77,39.28900146,-77.85970306,
WV8LC Hamlin,Analogue,146.865,146.265,25,WV,,100,38.2787019,-82.1029156,
WB8CQV South Cha,Analogue,146.88,146.28,25,WV,203.5,,38.34980011,-81.63259888,
KC8CSE Webster S,Analogue,146.895,146.295,25,WV,,123,38.50994988,-80.34215562,
KC8FZH Cameron,Analogue,146.91,146.31,25,WV,123,123,39.82699966,-80.5664978,
K8MCR Morgantown,Analogue,146.925,146.325,25,WV,103.5,103.5,39.695267,-79.762611,
WV8CH Charleston,Analogue,146.925,146.325,25,WV,100,100,38.33075,-81.660908,SKYWARN
W8CWO Weirton,Analogue,146.94,146.34,25,WV,114.8,114.8,40.41899872,-80.58950043,
KE8HPE Fenwick,Analogue,146.94,146.34,25,WV,,100,38.2293,-80.5823,
K8DCA West Union,Analogue,146.955,146.355,25,WV,103.5,103.5,39.434124,-80.551067,
KA8GMX Logan,Analogue,146.97,146.37,25,WV,,100,37.84870148,-81.99349976,
KD8IFP Moorefiel,Analogue,146.985,146.385,25,WV,,123,39.06230164,-78.96949768,
N8OLC Huntington,Analogue,146.985,146.385,25,WV,,131.8,38.3769989,-82.51709747,
KF8LL New Martin,Analogue,146.985,146.385,25,WV,,,39.64450073,-80.85759735,
KC8KCI Terra Alt,Analogue,147,146.4,25,WV,103.5,103.5,39.4455986,-79.54640198,
KC8SDN Richwood,Analogue,147.015,147.615,25,WV,100,,38.22480011,-80.53309631,
KC8IT Mullens,Analogue,147.03,147.63,25,WV,100,100,37.58319855,-81.38040161,
N8ZAR Buckhannon,Analogue,147.03,147.63,25,WV,103.5,103.5,38.94309998,-80.19100189,
KD8XK Bluefield,Analogue,147.06,146.46,25,WV,100,100,37.40090179,-81.31819916,
W8OO Crawford,Analogue,147.06,147.66,25,WV,,103.5,38.87200165,-80.4367981,
KX8T Morgantown,Analogue,147.075,147.675,25,WV,103.5,103.5,39.695267,-79.762611,
KC8CSE Marlinton,Analogue,147.09,147.69,25,WV,,162.2,38.2348,-80.1557,
KA8AUW Spencer,Analogue,147.105,147.705,25,WV,107.2,107.2,38.79330063,-81.34719849,
W8SLH Bridgeport,Analogue,147.12,147.72,25,WV,,118.8,39.28649902,-80.2562027,
W8NAM Danville,Analogue,147.12,147.72,25,WV,,203.5,38.10839844,-81.75060272,
KX8T Davis,Analogue,147.135,147.735,25,WV,103.5,103.5,39.12870026,-79.46479797,
KC8LTG Rockport,Analogue,147.135,147.735,25,WV,123,123,39.09149933,-81.54840088,
KB8YDG Richwood,Analogue,147.15,147.75,25,WV,,100,38.22480011,-80.53309631,
WV8HC Clarksburg,Analogue,147.165,147.765,25,WV,,91.5,39.2806015,-80.34449768,
W8KTM Charleston,Analogue,147.18,147.78,25,WV,91.5,91.5,38.31169891,-81.68299866,
WB8CQV South Cha,Analogue,147.21,147.81,25,WV,203.5,203.5,38.3685523,-81.6998865,
KB8UUE Martinsbu,Analogue,147.255,147.855,25,WV,,123,39.45619965,-77.96389771,
KC8CNL Hinton,Analogue,147.255,147.855,25,WV,100,100,37.714123,-80.953385,
WC8EC Parkersbur,Analogue,147.255,147.855,25,WV,131.8,131.8,39.25920105,-81.27680206,
WV8AR Scott Depo,Analogue,147.27,147.87,25,WV,123,123,38.40639877,-81.90110016,SKYWARN
N8HON Circlevill,Analogue,147.285,147.885,25,WV,103.5,103.5,38.69979858,-79.53279877,
WV8RAG Pennsboro,Analogue,147.3,147.9,25,WV,,107.2,39.28509903,-80.96839905,
W3ATE Hillsboro,Analogue,147.315,147.915,25,WV,,136.5,38.11819839,-80.26750183,
KE8BRP Welch,Analogue,147.33,147.93,25,WV,,100,37.43289948,-81.58450317,
KD8FDD Fairmont,Analogue,147.33,147.93,25,WV,123,123,39.44603496,-79.98523972,SKYWARN
KC8FPC Franklin,Analogue,147.345,147.945,25,WV,179.9,179.9,38.64289856,-79.33119965,
KD8CVI Sumerco,Analogue,147.345,147.945,25,WV,100,100,38.2132988,-81.91000366,
K4NFP Beckley,Analogue,147.36,147.96,25,WV,,,37.77819824,-81.1882019,
WV8TC Middlebour,Analogue,147.36,147.96,25,WV,,110.9,39.49229813,-80.90370178,
K7SOB Skyline,Analogue,147.36,147.96,25,WV,127.3,127.3,39.31499863,-79.11319733,
KC8FZH Saint Jos,Analogue,147.36,147.96,25,WV,123,123,39.9187517,-80.742938,SKYWARN
W8SLH Grafton,Analogue,147.375,147.975,25,WV,,103.5,39.34090042,-80.01899719,
WV8BS Keyser,Analogue,147.39,147.99,25,WV,123,123,39.38240051,-79.0786972,SKYWARN
KC8CSE Hillsboro,Analogue,147.39,147.99,25,WV,,100,38.1301384,-80.319456,
W8PAR Parkersbur,Analogue,147.39,147.99,25,WV,91.5,91.5,39.2722407,-81.6218458,
KD8FDD Fairmont,Analogue,441.775,446.775,25,WV,123,123,39.42593,-80.08933,SKYWARN
K8APD Franklin,Analogue,441.825,446.825,25,WV,,131.8,38.703,-79.405,
KC8FZH Moundsvil,Analogue,441.95,446.95,25,WV,123,123,39.94309998,-80.73329926,SKYWARN
KD8JCS Elkins,Analogue,442.1,447.1,25,WV,,162.2,38.92589951,-79.84670258,
W8LPN New Manche,Analogue,442.3,447.3,25,WV,,162.2,40.5333,-80.5404,SKYWARN
KE8COT Point Ple,Analogue,442.4,447.4,25,WV,91.5,91.5,38.797775,-82.14104,SKYWARN
WA3KOK Berkeley,Analogue,442.45,447.45,25,WV,,107.2,39.443611,-78.346944,
W8MOP Bluefield,Analogue,442.45,447.45,25,WV,103.5,103.5,37.25579834,-81.1815033,SKYWARN
N8RAT Moorefield,Analogue,442.5,447.5,25,WV,123,123,39.16030121,-78.82610321,
WV8CCC Madison,Analogue,442.55,447.55,25,WV,,100,38.05049896,-81.78220367,
K8MCR Morgantown,Analogue,442.6,447.6,25,WV,103.5,103.5,39.695582,-79.762444,
W8JMV Elizabeth,Analogue,442.625,447.625,25,WV,,123,39.0634129,-81.3951198,
K4NFP Bluefield,Analogue,442.65,447.65,25,WV,103.5,103.5,37.222669,-81.248788,
W8LD Buckhannon,Analogue,442.675,447.675,25,WV,,103.5,38.99399948,-80.23200226,
K1LLS Martinsbur,Analogue,442.7,447.7,25,WV,,D023N,39.45619965,-77.96389771,
WB8NSL Pennsboro,Analogue,442.85,447.85,25,WV,,103.5,39.28509903,-80.96839905,
N8RAT Martinsbur,Analogue,442.85,447.85,25,WV,100,100,39.4510994,-78.06790161,
KA8YEZ Wheeling,Analogue,443.025,448.025,25,WV,,156.7,40.06399918,-80.72090149,
KD8FDD Grafton,Analogue,443.15,448.15,25,WV,,123,39.3836588,-80.0759444,SKYWARN
WA8LLM Parkersbu,Analogue,443.175,448.175,25,WV,,146.2,39.25920105,-81.27680206,
N8RAT Winchester,Analogue,443.2,448.2,25,WV,123,123,39.14410019,-78.436203,
N8LHL Rockport,Analogue,443.35,448.35,25,WV,,123,39.08570099,-81.55549622,
KC8SDN Richwood,Analogue,443.375,448.375,25,WV,,100,38.22480011,-80.53309631,
WZ8E Bluefield,Analogue,443.625,448.625,25,WV,,100,37.2698395,-81.2223195,
WD8JNU Kenna,Analogue,443.725,448.725,25,WV,127.3,127.3,38.62770081,-81.64150238,
WZ8E Bluefield,Analogue,443.775,448.775,25,WV,,100,37.2698395,-81.2223195,
KB8TGK Huntingto,Analogue,443.85,448.85,25,WV,162.2,162.2,38.50590134,-82.20899963,SKYWARN
W8SP Fairmont,Analogue,443.875,448.875,25,WV,,103.5,39.48509979,-80.14260101,
WV8KJ Hamlin,Analogue,443.95,448.95,25,WV,,123,38.27870178,-82.10289764,
N8MIN Weston,Analogue,443.975,448.975,25,WV,,123,39.03839874,-80.46730042,
WV8BSA Mount Hop,Analogue,444.025,449.025,25,WV,,123,37.895401,-81.16429901,
K8WRF Hurricane,Analogue,444.075,449.075,25,WV,,,38.43259811,-82.02010345,
KC8FZH Moundsvil,Analogue,444.075,449.075,25,WV,123,123,39.94309998,-80.73329926,SKYWARN
N8LVE Chestnut K,Analogue,444.125,449.125,25,WV,,107.2,37.92810059,-80.97029877,
WV8BS Keyser,Analogue,444.125,449.125,25,WV,103.5,103.5,39.38240051,-79.0786972,SKYWARN
W8GK Charleston,Analogue,444.2,449.2,25,WV,,91.5,38.3911,-81.6116,
N8ZAR Buckhannon,Analogue,444.25,449.25,25,WV,,103.5,38.99399948,-80.23200226,
KC8OGK Ansted,Analogue,444.275,449.275,25,WV,100,100,38.16839981,-81.19480133,
KD8IFP Moorefiel,Analogue,444.4,449.4,25,WV,,103.5,38.98419952,-78.90640259,
W8KTM Charleston,Analogue,444.4,449.4,25,WV,91.5,91.5,38.31100082,-81.69760132,
WV8CH Bolt,Analogue,444.425,449.425,25,WV,100,100,37.7875,-81.4908333,SKYWARN
W8MSD Wheeling,Analogue,444.575,449.575,25,WV,,156.7,40.01129913,-80.69139862,
WB8CQV Hernshaw,Analogue,444.7,449.7,25,WV,,203.5,38.22520065,-81.60230255,
W8PAR Parkersbur,Analogue,444.725,449.725,25,WV,91.5,91.5,39.265547,-81.611599,
KR8AM Alderson,Analogue,444.725,449.725,25,WV,100,100,37.77345,-80.70536,
N8RLR Elkins,Analogue,444.85,449.85,25,WV,,162.2,38.92589951,-79.84670258,
KC8FZH Saint Jos,Analogue,444.875,449.875,25,WV,123,123,39.73020172,-80.71559906,SKYWARN
WB8CQV Charlesto,Analogue,444.95,449.95,25,WV,,203.5,38.34980011,-81.63259888,
N8RAT Berkeley S,Analogue,444.95,449.95,25,WV,123,123,39.44419861,-78.34750366,
KD8AZC Moorefiel,Analogue,447.325,442.325,25,WV,103.5,103.5,38.982839,-78.908133,
W3ND Harrisburg,Analogue,145.11,144.51,25,PA,131.8,131.8,40.42070007,-76.81220245,SKYWARN
W3GFD Sugar Grov,Analogue,145.11,144.51,25,PA,186.2,186.2,41.84389877,-79.14499664,
K1NRA Carbondale,Analogue,145.11,144.51,25,PA,94.8,94.8,41.54150009,-75.45670319,
WB3JOE Paoli,Analogue,145.13,144.53,25,PA,,131.8,40.0444,-75.5013,
W3MIE Meadville,Analogue,145.13,144.53,25,PA,186.2,186.2,41.63280106,-80.08540344,SKYWARN
KS3R Bridgeville,Analogue,145.13,144.53,25,PA,131.8,131.8,40.33000183,-80.12650299,
KB3DXU Trout Run,Analogue,145.15,144.55,25,PA,167.9,167.9,41.45040131,-77.00140381,SKYWARN
AA3RG Pine Grove,Analogue,145.17,144.57,25,PA,82.5,82.5,40.506573,-76.376545,
WB3JNP Connellsv,Analogue,145.17,144.57,25,PA,131.8,131.8,40.0366308,-79.4953507,
W3ZIC Eau Claire,Analogue,145.19,144.59,25,PA,,186.2,41.13990021,-79.75409698,SKYWARN
W3DBB Lewistown,Analogue,145.19,144.59,12.5,PA,,123,40.55849838,-77.66719818,
W3VC Pittsburgh,Analogue,145.19,144.59,25,PA,,131.8,40.44350052,-79.94159698,
KA3TKW Harrisbur,Analogue,145.21,144.61,25,PA,123,123,40.27370071,-76.88439941,
NR3K Wellsboro,Analogue,145.21,144.61,25,PA,127.3,127.3,41.65499878,-77.5766983,SKYWARN
WA3REC Equinunk,Analogue,145.21,144.61,25,PA,88.5,88.5,41.833,-75.21,
K3IR Manheim,Analogue,145.23,144.63,25,PA,118.8,118.8,40.16704,-76.4547911,
W3ZIC Franklin,Analogue,145.23,144.63,25,PA,,186.2,41.36520004,-79.84400177,SKYWARN
W3WAN Tannersvil,Analogue,145.23,144.63,25,PA,,77,41.03979874,-75.30570221,
K3PSP West Alexa,Analogue,145.25,144.65,25,PA,131.8,131.8,40.057699,-80.509961,SKYWARN
W3ZIC Oil City,Analogue,145.25,144.65,25,PA,123,123,41.35699844,-79.72599792,SKYWARN
N3SLC Christiana,Analogue,145.25,144.65,12.5,PA,,114.8,39.90608,-76.01061,
KQ3M Meyersdale,Analogue,145.27,144.67,25,PA,,123,39.834286,-78.958208,
KB3VPK Easton,Analogue,145.27,144.67,25,PA,,151.4,40.71889877,-75.23789978,
W3WAN Chambersbu,Analogue,145.27,144.67,25,PA,,74.4,39.9375911,-77.6611022,
W3ND Harrisburg,Analogue,145.29,144.69,25,PA,,123,40.34540176,-76.86869812,SKYWARN
KC3OVW Liberty,Analogue,145.29,144.69,25,PA,151.4,151.4,40.95930099,-76.70899963,
K3PSG Cabot,Analogue,145.29,144.69,25,PA,131.8,131.8,40.773637,-79.762967,
W3AI Perkasie,Analogue,145.31,144.71,25,PA,,131.8,40.37200165,-75.29270172,
N3FYI Lancaster,Analogue,145.31,144.71,25,PA,118.8,118.8,39.88600159,-76.25119781,SKYWARN
W3SGJ Beaver Fal,Analogue,145.31,144.71,25,PA,131.8,131.8,40.788522,-80.281293,
W3WIV Huntingdon,Analogue,145.31,144.71,25,PA,,123,40.48479843,-78.01029968,
W3HJ Hilltown,Analogue,145.33,144.73,25,PA,,131.8,40.32699966,-75.23570251,
KB3DXU Williamsp,Analogue,145.33,144.73,12.5,PA,167.9,167.9,41.211045,-76.954921,SKYWARN
W3KGN Gettysburg,Analogue,145.35,144.75,25,PA,,103.5,39.83089828,-77.23110199,
WA3EPA Doylestow,Analogue,145.35,144.75,25,PA,,131.8,40.31010056,-75.12989807,
KB3DXU Watervill,Analogue,145.35,144.75,25,PA,167.9,167.9,41.31689835,-77.34400177,SKYWARN
K3TSA Shohola,Analogue,145.35,144.75,25,PA,,100,41.47079849,-74.91840363,
W3LIF Sharon,Analogue,145.35,144.75,25,PA,,186.2,41.23630142,-80.43039703,
W3SC Delano,Analogue,145.37,144.77,25,PA,123,123,40.8496654,-76.1115662,
WA3WOM Tarentum,Analogue,145.37,144.77,25,PA,131.8,131.8,40.5697892,-79.7647705,
W3AD Cornwall,Analogue,145.39,144.79,25,PA,118.8,118.8,40.24649811,-76.36579895,
N3DAX Wilkes-Bar,Analogue,145.41,144.81,25,PA,,100,41.2458992,-75.88130188,
KD3WT Philadelph,Analogue,145.41,144.81,25,PA,,127.3,39.95230103,-75.1638031,
K3QY Widnoon,Analogue,145.41,144.81,25,PA,173.8,173.8,40.96659851,-79.52189636,SKYWARN
N3TWT Mount Holl,Analogue,145.43,144.83,25,PA,,67,40.07786111,-77.22358333,SKYWARN
N3KZ Union Dale,Analogue,145.43,144.83,25,PA,77,77,41.71549988,-75.56060028,
WA3HLC Ulysses,Analogue,145.43,144.83,25,PA,127.3,127.3,41.90399933,-77.76190186,
ND3L Ebensburg,Analogue,145.43,144.83,25,PA,123,123,40.5045,-78.800833,
W3XP Ephrata,Analogue,145.45,144.85,25,PA,,100,40.17979813,-76.17880249,
K3YTL Wilkes-Bar,Analogue,145.45,144.85,25,PA,82.5,82.5,41.29790115,-75.91159821,
KB3DXU Huntersvi,Analogue,145.45,144.85,12.5,PA,167.9,167.9,41.33919907,-76.77829742,SKYWARN
KA3IRT Independe,Analogue,145.45,144.85,25,PA,,123,40.57009888,-80.30509949,
K3CR State Colle,Analogue,145.45,144.85,25,PA,146.2,146.2,40.79339981,-77.86000061,
W3ND Harrisburg,Analogue,145.47,144.87,25,PA,,123,40.34540176,-76.86869812,SKYWARN
KB3CNN Hazelwood,Analogue,145.47,144.87,25,PA,71.9,71.9,40.4155914,-79.9317702,
K3TI Reading,Analogue,145.49,144.89,25,PA,114.8,114.8,40.34870148,-75.90180206,
K3TSA Tafton,Analogue,145.49,144.89,25,PA,,82.5,41.39089966,-74.96600342,
W3ZC Bedford,Analogue,145.49,144.89,25,PA,,123,40.013315,-78.553944,
K3PSP Washington,Analogue,145.49,144.89,25,PA,131.8,131.8,40.1310881,-80.241737,
K3ODX Stroudsbur,Analogue,145.555,146.155,25,PA,91.5,91.5,40.950152,-75.148639,
W3PHB Philipsbur,Analogue,146.43,147.43,25,PA,173.8,173.8,40.914538,-78.00769646,
KC3LMP Erie,Analogue,146.43,147.03,25,PA,,186.2,42.1190817,-79.9807194,
KE3JP Greenville,Analogue,146.445,147.445,25,PA,,186.2,41.38059998,-80.41320038,SKYWARN
KC2IRV Effort,Analogue,146.445,144.65,25,PA,127.3,127.3,40.9392584,-75.434907,
N3TWT Toboyne,Analogue,146.46,147.46,25,PA,,67,40.221409,-77.532336,
N3FCK Wilkes-Bar,Analogue,146.46,147.46,25,PA,100,100,41.197046,-75.824801,
W3TWA Pottsville,Analogue,146.475,147.47,25,PA,131.8,131.8,40.69274,-76.18326,
KC3LMP Tidioute,Analogue,146.475,147.475,25,PA,186.2,186.2,41.652407,-79.481232,
KE3JP Fombell,Analogue,146.475,147.075,25,PA,131.8,131.8,40.835062,-80.20535,
W3EOC Pocopson,Analogue,146.49,147.49,25,PA,,,39.90039825,-75.62580109,
N1RS New Kensing,Analogue,146.49,147.49,25,PA,,131.8,40.56980133,-79.76480103,
W3TWA Tamaqua,Analogue,146.49,147.49,25,PA,131.8,131.8,40.79729843,-75.9693985,
N1RS Cowansville,Analogue,146.505,147.505,25,PA,,131.8,40.88669968,-79.58959961,
WB3FKQ Wilkes-Ba,Analogue,146.61,146.01,25,PA,,82.5,41.2458992,-75.88130188,
W3QZF Altoona,Analogue,146.61,146.01,25,PA,123,123,40.57555849,-78.44848179,
W3GV Erie,Analogue,146.61,146.01,25,PA,,186.2,42.12919998,-80.08509827,SKYWARN
KB3EAR Tioga,Analogue,146.625,146.025,25,PA,,131.8,41.94340134,-77.01660156,
K3FLT Lewisburg,Analogue,146.625,146.025,25,PA,,110.9,40.96450043,-76.88439941,
KC3BDF New Castl,Analogue,146.625,146.025,25,PA,,131.8,41.00370026,-80.34700012,
AA3RG Pine Grove,Analogue,146.64,146.04,25,PA,,82.5,40.506573,-76.376545,
K3MJW New Kensin,Analogue,146.64,146.04,25,PA,131.8,131.8,40.5176885,-79.6772014,SKYWARN
KC3KLG Erie,Analogue,146.64,146.04,25,PA,186.2,186.2,42.0261307,-80.0985784,SKYWARN
WB3KGD Dunmore,Analogue,146.655,146.055,25,PA,,146.2,41.4198027,-75.6324112,
N3LWY Easton,Analogue,146.655,146.055,25,PA,,136.5,40.72919846,-75.24790192,
KC3FIT Sunbury,Analogue,146.655,146.055,25,PA,107.2,107.2,40.89379883,-76.70300293,
W3OHX Hazleton,Analogue,146.67,146.07,25,PA,103.5,103.5,41.01750183,-75.91320038,
N3QZU Jeannette,Analogue,146.67,146.07,12.5,PA,,131.8,40.3281246,-79.6153198,
WM3PEN Philadelp,Analogue,146.685,146.085,25,PA,146.2,146.2,39.95040131,-75.19249725,
N3PC Coudersport,Analogue,146.685,146.085,25,PA,,173.8,41.77479935,-78.02059937,
W3LIF Grove City,Analogue,146.685,146.085,25,PA,,,41.17100143,-80.08519745,
W3OK Nazareth,Analogue,146.7,146.1,25,PA,151.4,151.4,40.75080109,-75.32920074,
WA3UC Union City,Analogue,146.7,146.1,25,PA,186.2,186.2,41.8995018,-79.84529877,SKYWARN
K3AE Shrewsbury,Analogue,146.7,146.1,25,PA,,114.8,39.76869965,-76.67970276,
K3UTI Meadowbroo,Analogue,146.715,146.115,25,PA,,131.8,40.11259842,-75.07820129,
N3MBK Scranton,Analogue,146.715,146.115,25,PA,136.5,136.5,41.42802429,-75.74671173,SKYWARN
W3AVK Williamspo,Analogue,146.73,146.13,25,PA,,151.4,41.190078,-76.980267,SKYWARN
KB3CNN Homestead,Analogue,146.73,146.13,25,PA,94.8,94.8,40.3922398,-79.9233558,
WB3IGM Kane,Analogue,146.73,146.13,25,PA,,173.8,41.65969849,-78.81150055,
WB3CGY Ernest,Analogue,146.745,146.145,25,PA,131.8,131.8,40.6962021,-79.1509729,SKYWARN
W3PHL Valley For,Analogue,146.76,146.16,25,PA,,131.8,40.09700012,-75.46959686,
W3UU Harrisburg,Analogue,146.76,146.16,25,PA,,100,40.27370071,-76.88439941,
W3GA State Colle,Analogue,146.76,146.16,25,PA,146.2,146.2,40.91450119,-78.01010132,
N8XUA Edinboro,Analogue,146.76,146.16,25,PA,186.2,186.2,41.823782,-80.173098,
W3KKC Meyersdale,Analogue,146.76,146.16,25,PA,88.5,88.5,39.806513,-79.172935,SKYWARN
N3LAD Barnesboro,Analogue,146.775,146.175,25,PA,,123,40.6792434,-78.7381463,
WB3KGD Scranton,Analogue,146.775,146.175,25,PA,136.5,136.5,41.382153,-75.5579205,
N3YCT Seeley,Analogue,146.79,146.19,25,PA,,179.9,41.42639923,-75.18540192,
W3SK Southampton,Analogue,146.79,146.19,25,PA,131.8,131.8,40.17430115,-75.04380035,
K3PSP Washington,Analogue,146.79,146.19,25,PA,,,40.172359,-80.2187777,
W3ZC Clearville,Analogue,146.79,146.19,25,PA,123,123,39.8306971,-78.5441076,
N3CSE Hunlock Cr,Analogue,146.805,146.205,25,PA,,82.5,41.20589828,-76.06600189,
KC3LRG Emporium,Analogue,146.805,146.205,25,PA,,173.8,41.51150131,-78.23529816,
W3QW Altoona,Analogue,146.82,146.22,25,PA,,123,40.56795548,-78.44481522,
W3GV Waterford,Analogue,146.82,146.22,25,PA,,186.2,41.94279861,-79.98449707,SKYWARN
AA3E Eagleville,Analogue,146.835,146.235,25,PA,88.5,88.5,40.15950012,-75.40820313,SKYWARN
W3YA Boalsburg,Analogue,146.85,146.25,25,PA,146.2,146.2,40.75270081,-77.75489807,
WW3AAA Beaver,Analogue,146.85,146.25,25,PA,131.8,131.8,40.7,-80.4,SKYWARN
WX3OES Tannersvi,Analogue,146.865,146.265,25,PA,,100,41.0401001,-75.30570221,
W3ZGD Red Lion,Analogue,146.865,146.265,25,PA,123,123,39.90090179,-76.60579681,
KB3FPN Reynoldsv,Analogue,146.865,146.265,25,PA,,173.8,41.0970071,-78.8886436,
KE3JP Atlantic,Analogue,146.865,146.265,25,PA,186.2,186.2,41.506886,-80.309655,
W3EXW Pittsburgh,Analogue,146.88,146.28,25,PA,88.5,88.5,40.44630051,-79.96379852,
W3WAN Lebanon,Analogue,146.88,146.28,25,PA,74.4,74.4,40.34090042,-76.41130066,
